filename,material_id,formula,is_ordered,conventional_num_sites,conventional_effective_atoms,primitive_num_sites,primitive_effective_atoms,parse_status,error,Ionic conductivity (S cm-1),has_fractional_occupancy,fractional_occupancy_row_count,disordered_asymmetric_site_count,disordered_position_multiplicity_sum,disordered_element_count,disordered_elements,mixed_site_count_sum_1,vacancy_site_count,overoccupied_site_count,disordered_site_details,ordering_batch_status,ordered_candidate_count,geometry_valid_candidate_count,selected_ordered_file,selected_ordered_formula,selected_ordered_num_atoms,ordering_supercell_multiplier,ordering_composition_max_drift,ordering_split_pair_count,ordering_split_cluster_count,geometry_min_distance_angstrom,geometry_min_distance_pair,geometry_min_radius_ratio,geometry_min_radius_pair,geometry_min_li_li_distance_angstrom,geometry_issues,geometry_error_candidate_count,best_error_file,ordering_result_summary
nig.cif,nig,Li24.024 P4 S20 Br4.0,False,100,52.024,25,13.006,ok,,0.00277,True,6,4,80,3,Br;Li;S,2,2,0,Li@0.441[m=48];Li@0.119[m=24];Br@0.249+S@0.751[m=4];Br@0.751+S@0.249[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/nig_ordered.cif,Li24 P4 S20 Br4,52,4,0.0,0,6,2.18606996,Li-S,0.87436904,Li-Li,2.23838475,,0,,成功有序化（5/5 个候选通过几何检查）
nip.cif,nip,Li19.616 Sn1.62 P4.38 S24,False,62,49.616,62,49.616,ok,,0.0055,True,6,5,36,3,Li;P;Sn,1,4,0,Li@0.473[m=16];Li@0.75[m=8];Li@0.709[m=4];Li@0.803[m=4];P@0.595+Sn@0.405[m=4],manual_review,5,0,,Li60 Sn5 P13 S72,150,3,0.004546179470912237,0,0,1.80830213,Li-Li,0.70636802,Li-Li,1.80830213,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/nip_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
nua.cif,nua,Li2 La2 Ti2 O8,True,14,14,14,14,ok,,<1E-10,False,0,0,0,0,,0,0,0,,manual_review,1,0,,Li2 La2 Ti2 O8,14,,0.0,0,0,1.49035036,O-Ti,0.65944706,O-Ti,2.66579257,radius_ratio<0.75,1,OBELIX/ordered_cifs/erro/nua_ordered.cif,原始 CIF 已有序，但未通过几何检查（0/1 个候选通过；原因：radius_ratio<0.75）
o0a.cif,o0a,Li16 Sn0.968 Ge3.032 Se16,False,48,36,48,36,ok,,6e-06,True,5,4,28,3,Ge;Li;Sn,1,3,0,Li@0.209[m=8];Li@0.5[m=8];Li@0.791[m=8];Ge@0.758+Sn@0.242[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/o0a_ordered.cif,Li16 Sn1 Ge3 Se16,36,1,0.0,12,0,2.11446492,Li-Se,0.85260682,Li-Se,2.44191959,,0,,成功有序化（5/5 个候选通过几何检查）
o5q.cif,o5q,Li54.432 La24 Zr14.4 Ta1.6 O96,False,256,190.432,128,95.216,ok,,0.00028,True,4,3,136,3,Li;Ta;Zr,1,2,0,Li@0.327[m=96];Li@0.96[m=24];Ta@0.1+Zr@0.9[m=16],manual_review,5,0,,Li28 La12 Zr7 Ta1 O48,96,1,0.005832353105920507,0,0,0.42439908,Li-Li,0.16578089,Li-Li,0.42439908,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/o5q_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
o9h.cif,o9h,Na0.43 Li0.07 La0.5 Nb2 O6,False,9,9,9,9,ok,,1.23e-05,True,3,1,1,3,La;Li;Na,1,0,0,La@0.5+Li@0.07+Na@0.43[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/o9h_ordered.cif,Na4 Li1 La5 Nb20 O60,90,10,0.003333333333333334,0,0,1.92894431,Nb-O,0.83867144,Nb-O,,,0,,成功有序化（5/5 个候选通过几何检查）
ob9.cif,ob9,Li2.6668 Mg0.6666 P2 S6,False,14,11.3334,14,11.3334,ok,,4e-06,True,5,4,8,3,Li;Mg;P,1,3,0,Li@0.6667[m=2];Li@0.6667+Mg@0.3333[m=2];P@0.025[m=2];P@0.975[m=2],geometry_ok,5,5,OBELIX/ordered_cifs/ob9_ordered.cif,Li8 Mg2 P6 S18,34,3,1.0380561775241715e-05,2,0,2.01662358,P-S,0.95123754,P-S,3.29315000,,0,,成功有序化（5/5 个候选通过几何检查）
oi6.cif,oi6,Li7 Sb1 O6,False,15,14,15,14,ok,,6.7e-08,True,4,4,8,1,Li,0,4,0,Li@0.875[m=2];Li@0.875[m=2];Li@0.875[m=2];Li@0.875[m=2],geometry_ok,5,5,OBELIX/ordered_cifs/oi6_ordered.cif,Li20 Sb3 O18,41,3,0.012195121951219523,0,0,1.80962584,Li-O,0.85171672,Li-Li,2.18039481,,0,,成功有序化（5/5 个候选通过几何检查）
opo.cif,opo,Li5.046 Sn4.738 S12,False,28,21.784,14,10.892,ok,,0.00012,True,7,5,16,2,Li;Sn,2,3,0,Li@0.58[m=4];Li@0.3[m=2];Li@0.216[m=4];Li@0.375+Sn@0.625[m=2];Li@0.128+Sn@0.872[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/opo_ordered.cif,Li16 Sn14 S36,66,6,0.010786343048553831,0,0,2.09838032,Li-Li,0.78591023,Li-Sn,2.09838032,,0,,成功有序化（5/5 个候选通过几何检查）
ozo.cif,ozo,Na0.3 Li0.2 La0.5 Nb2 O6,False,9,9,9,9,ok,,1.18e-05,True,3,1,1,3,La;Li;Na,1,0,0,La@0.5+Li@0.2+Na@0.3[m=1],geometry_ok,2,2,OBELIX/ordered_cifs/ozo_ordered.cif,Na1 Li1 La2 Nb8 O24,36,4,0.005555555555555557,0,0,1.90346906,Nb-O,0.82759525,Nb-O,,,0,,成功有序化（2/2 个候选通过几何检查）
p81.cif,p81,Li4 Al4 Cl16,True,24,24,24,24,ok,,1e-06,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/p81_ordered.cif,Li4 Al4 Cl16,24,,0.0,0,0,1.96695494,Al-Cl,0.88204257,Al-Cl,4.43736943,,0,,原始 CIF 已完全有序，并通过几何检查
p9u.cif,p9u,Li24.024 P4 S20 I4,False,100,52.024,25,13.006,ok,,0.00022,True,2,2,72,1,Li,0,2,0,Li@0.391[m=48];Li@0.219[m=24],geometry_ok,5,5,OBELIX/ordered_cifs/p9u_ordered.cif,Li12 P2 S10 I2,26,2,0.0,0,6,2.05368832,P-S,0.96872090,P-S,2.57798551,,0,,成功有序化（5/5 个候选通过几何检查）
pa1.cif,pa1,Li26.4592 Ge2.4584 P1.5416 S20 I4,False,164,54.4592,41,13.6148,ok,,0.00521,True,10,7,148,5,Ge;I;Li;P;S,3,4,0,Li@0.3178[m=48];Li@0.3578[m=24];Li@0.0422[m=48];Li@0.037[m=16];Ge@0.6146+P@0.3854[m=4];I@0.0771+S@0.9229[m=4];I@0.9229+S@0.0771[m=4],manual_review,5,0,,Li53 Ge5 P3 S40 I8,109,8,0.0007844943697266245,0,6,1.61390188,Li-Li,0.63043042,Li-Li,1.61390188,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/pa1_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
pbz.cif,pbz,Li15.0 V1 Ge3 O16,False,56,35,56,35,ok,,5.66e-06,True,8,7,40,3,Ge;Li;V,1,6,0,Li@0.63[m=8];Li@0.25[m=8];Li@0.37[m=8];Li@0.75[m=4];Li@0.25[m=4];Li@0.25[m=4];Ge@0.75+V@0.25[m=4],manual_review,5,0,,Li15 V1 Ge3 O16,35,1,0.0,4,0,1.24481019,Li-Li,0.48625398,Li-Li,1.24481019,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/pbz_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
pe2.cif,pe2,Li17 Sb13.0 S28,False,66,58,33,29,ok,,1.05e-09,True,4,3,20,2,Li;Sb,1,2,0,Li@0.75+Sb@0.25[m=4];Sb@0.345[m=8];Sb@0.655[m=8],geometry_ok,1,1,OBELIX/ordered_cifs/pe2_ordered.cif,Li17 Sb13 S28,58,2,0.0,4,0,2.22687984,S-Sb,0.91265567,S-Sb,3.12574839,,0,,成功有序化（1/1 个候选通过几何检查）
pg8.cif,pg8,Li9.0 Ti9 Fe3 P18 O72,False,180,111,60,37,ok,,0.000174,True,5,4,90,3,Fe;Li;Ti,1,3,0,Li@0.069[m=36];Li@0.127[m=36];Li@0.324[m=6];Fe@0.25+Ti@0.75[m=12],manual_review,5,0,,Li9 Ti9 Fe3 P18 O72,111,3,0.0,0,0,1.26412651,O-P,0.73070897,O-P,2.47019017,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/pg8_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
pql.cif,pql,Li64.00008 Si8 P32,False,124,104.00008,124,104.00008,ok,,4.5e-05,True,1,1,24,1,Li,0,1,0,Li@0.16667[m=24],geometry_ok,5,5,OBELIX/ordered_cifs/pql_ordered.cif,Li64 Si8 P32,104,1,0.0,0,0,1.94498715,P-Si,0.86246822,Li-Li,2.20791865,,0,,成功有序化（5/5 个候选通过几何检查）
pwr.cif,pwr,Li7.222 Si1.5 P0.5 O8,False,28,17.222,28,17.222,ok,,1.64e-07,True,8,7,20,3,Li;P;Si,1,6,0,Li@0.702[m=4];Li@0.189[m=4];Li@0.239[m=2];Li@0.5[m=2];Li@0.285[m=4];Li@0.52[m=2];P@0.25+Si@0.75[m=2],manual_review,5,0,,Li29 Si6 P2 O32,69,4,0.000942508655090657,6,0,1.55996507,O-Si,0.67008708,Li-Li,1.71542293,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/pwr_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
qa9.cif,qa9,Li6 B2 N4,True,12,12,12,12,ok,,1.6e-10,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/qa9_ordered.cif,Li6 B2 N4,12,,0.0,0,0,1.36757315,B-N,0.88230526,B-N,2.62960000,,0,,原始 CIF 已完全有序，并通过几何检查
qbb.cif,qbb,Li3 Br1 O1,True,5,5,5,5,ok,,1.1e-06,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/qbb_ordered.cif,Li3 Br1 O1,5,,0.0,0,0,2.02800000,Li-O,1.04536082,Li-O,2.86802510,,0,,原始 CIF 已完全有序，并通过几何检查
qer.cif,qer,Li16 Sn2.044 Ge1.956 Se16,False,48,36,48,36,ok,,1.8e-06,True,5,4,28,3,Ge;Li;Sn,1,3,0,Li@0.17[m=8];Li@0.5[m=8];Li@0.83[m=8];Ge@0.489+Sn@0.511[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/qer_ordered.cif,Li16 Sn2 Ge2 Se16,36,1,0.0,12,0,2.37427666,Li-Se,0.95736962,Li-Se,2.78880908,,0,,成功有序化（5/5 个候选通过几何检查）
qno.cif,qno,Li6 Ti12 P18 O72,False,144,108,48,36,ok,,3.83e-07,True,2,2,42,1,Li,0,2,0,Li@0.025[m=36];Li@0.85[m=6],geometry_ok,3,3,OBELIX/ordered_cifs/qno_ordered.cif,Li6 Ti12 P18 O72,108,3,0.0,0,0,1.35227170,O-P,0.78165994,O-P,3.06330715,,0,,成功有序化（3/3 个候选通过几何检查）
qy4.cif,qy4,Na20 Li12 Ti8 S32,True,72,72,36,36,ok,,8.8e-06,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/qy4_ordered.cif,Na10 Li6 Ti4 S16,36,,0.0,0,0,2.08462717,S-Ti,0.78665176,S-Ti,3.32197595,,0,,原始 CIF 已完全有序，并通过几何检查
r99.cif,r99,Li0.56 La2.48 Mg2 W2 O12,False,20,19.04,20,19.04,ok,,1.2e-05,True,3,2,4,2,La;Li,0,2,0,La@0.308+Li@0.28[m=2];La@0.932[m=2],geometry_ok,5,5,OBELIX/ordered_cifs/r99_ordered.cif,Li3 La12 Mg10 W10 O60,95,5,0.003936311366651929,0,0,1.80985886,O-W,0.79379775,O-W,8.74844115,,0,,成功有序化（5/5 个候选通过几何检查）
ro9.cif,ro9,Li6 B2 P4 O16,True,28,28,28,28,ok,,9.6e-12,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/ro9_ordered.cif,Li6 B2 P4 O16,28,,0.0,0,0,1.32102313,O-P,0.76359719,O-P,2.41352914,,0,,原始 CIF 已完全有序，并通过几何检查
rr5.cif,rr5,Li6 Ti12 P18 O72,True,108,108,36,36,ok,,7.2e-05,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/rr5_ordered.cif,Li2 Ti4 P6 O24,36,,0.0,0,0,1.41541144,O-P,0.78461075,O-Ti,6.02134585,,0,,原始 CIF 已完全有序，并通过几何检查
rty.cif,rty,Li19.944 Sn1.31648 Ge0.68352 P4 S24,False,70,49.944,70,49.944,ok,,0.0048,True,6,4,40,4,Ge;Li;P;Sn,1,3,0,Li@0.424[m=16];Li@0.41[m=16];Li@0.65[m=4];Ge@0.17088+P@0.5+Sn@0.32912[m=4],manual_review,5,0,,Li40 Sn3 Ge1 P8 S48,100,2,0.0035379937655023626,0,0,1.25280473,Li-Li,0.48937685,Li-Li,1.25280473,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/rty_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
rwr.cif,rwr,Li64 Ge8 P32,True,104,104,104,104,ok,,1.8e-05,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/rwr_ordered.cif,Li64 Ge8 P32,104,,0.0,0,0,2.06709389,Li-P,0.87961442,Li-P,2.33661953,,0,,原始 CIF 已完全有序，并通过几何检查
s2v.cif,s2v,Li44.568 La23.616 Zr16 Fe1.512 O96,False,208,181.696,104,90.848,ok,,0.00138,True,6,4,96,3,Fe;La;Li,0,4,0,Li@0.6[m=48];Fe@0.017+Li@0.703[m=12];La@0.984[m=24];Fe@0.109+Li@0.611[m=12],manual_review,5,0,,Li67 La35 Zr24 Fe2 O144,272,3,0.0011456320399840791,0,0,1.65016896,Li-Li,0.61117371,Fe-Li,1.65016896,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/s2v_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
s3h.cif,s3h,La1 Ti2 O6,False,10,9,10,9,ok,,0.000925,True,2,2,2,1,La,0,2,0,La@0.53[m=1];La@0.47[m=1],geometry_ok,2,2,OBELIX/ordered_cifs/s3h_ordered.cif,La2 Ti4 O12,18,2,0.0,0,0,1.76231408,O-Ti,0.77978499,O-Ti,,,0,,成功有序化（2/2 个候选通过几何检查）
sg0.cif,sg0,Li4 Sc4 O8,True,16,16,8,8,ok,,<1E-10,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/sg0_ordered.cif,Li2 Sc2 O4,8,,0.0,0,0,2.09199390,Li-O,0.88643809,O-Sc,3.13735386,,0,,原始 CIF 已完全有序，并通过几何检查
sib.cif,sib,Li0.44 La2.52 Mg2 W2 O12,False,20,18.96,20,18.96,ok,,6.8e-06,True,3,2,4,2,La;Li,0,2,0,La@0.314+Li@0.22[m=2];La@0.946[m=2],geometry_ok,5,5,OBELIX/ordered_cifs/sib_ordered.cif,Li2 La12 Mg10 W10 O60,94,5,0.005386479935362343,0,0,1.84896858,O-W,0.81095113,O-W,11.06800000,,0,,成功有序化（5/5 个候选通过几何检查）
skm.cif,skm,Li10 Bi2 O10,True,22,22,11,11,ok,,3.9e-09,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/skm_ordered.cif,Li5 Bi1 O5,11,,0.0,0,0,1.70418072,Li-O,0.87844367,Li-O,2.43386760,,0,,原始 CIF 已完全有序，并通过几何检查
sqm.cif,sqm,Ba3.996 Sr4.0008 Li48.0 La16.0008 Ta16 O96,False,208,183.9976,104,91.9988,ok,,7.1e-06,True,5,3,96,4,Ba;La;Li;Sr,0,3,0,Li@0.73[m=48];Li@0.54[m=24];Ba@0.1665+La@0.6667+Sr@0.1667[m=24],geometry_ok,5,5,OBELIX/ordered_cifs/sqm_ordered.cif,Ba2 Sr2 Li24 La8 Ta8 O48,92,1,0.0,0,0,1.87281084,O-Ta,0.79013653,Li-Li,2.02274951,,0,,成功有序化（5/5 个候选通过几何检查）
t0h.cif,t0h,Li8 Zr4 O12,True,24,24,12,12,ok,,6.1e-10,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/t0h_ordered.cif,Li4 Zr2 O6,12,,0.0,0,0,2.10838631,O-Zr,0.87484909,O-Zr,2.91261104,,0,,原始 CIF 已完全有序，并通过几何检查
t2c.cif,t2c,Li24.024 P4 Se3.6 S16.4 Br4,False,100,52.024,25,13.006,ok,,0.00382,True,6,4,92,3,Li;S;Se,2,2,0,Li@0.441[m=48];Li@0.119[m=24];S@0.515+Se@0.485[m=4];S@0.89625+Se@0.10375[m=16],geometry_ok,5,5,OBELIX/ordered_cifs/t2c_ordered.cif,Li12 P2 Se2 S8 Br2,26,2,0.007660369770165251,0,6,2.11553254,P-S,0.93195266,P-Se,2.50520571,,0,,成功有序化（5/5 个候选通过几何检查）
t3k.cif,t3k,Li15.2 Mn7.2 Ga0.8 Cl32,False,56,55.2,14,13.8,ok,,2.37e-07,True,4,2,24,3,Ga;Li;Mn,1,1,0,Li@0.9[m=8];Ga@0.05+Li@0.5+Mn@0.45[m=16],geometry_ok,5,5,OBELIX/ordered_cifs/t3k_ordered.cif,Li15 Mn7 Ga1 Cl32,55,4,0.003689064558629775,0,0,2.49243320,Cl-Li,0.98906079,Cl-Mn,3.70810331,,0,,成功有序化（5/5 个候选通过几何检查）
tbj.cif,tbj,Li39.888 La24 Sb16 O96,False,256,175.888,128,87.944,ok,,3.33e-06,True,2,2,120,1,Li,0,2,0,Li@0.73[m=24];Li@0.233[m=96],manual_review,5,0,,Li20 La12 Sb8 O48,88,1,0.0,0,0,1.64901264,Li-O,0.69979379,Li-Li,1.79147211,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/tbj_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
tbu.cif,tbu,Li7 Zn1 Ga1 P4 O16,False,32,29,32,29,ok,,<1E-10,True,4,2,12,3,Ga;Li;Zn,1,1,0,Li@0.25[m=4];Ga@0.125+Li@0.75+Zn@0.125[m=8],geometry_ok,5,5,OBELIX/ordered_cifs/tbu_ordered.cif,Li7 Zn1 Ga1 P4 O16,29,1,0.0,0,0,1.52182847,O-P,0.84520433,Li-O,2.37363254,,0,,成功有序化（5/5 个候选通过几何检查）
tjh.cif,tjh,Li8.82 Al2.844 Ge9.156 P18 O72,False,144,110.82,48,36.94,ok,,0.000264,True,4,3,54,3,Al;Ge;Li,1,2,0,Li@0.165[m=36];Li@0.48[m=6];Al@0.237+Ge@0.763[m=12],geometry_ok,5,5,OBELIX/ordered_cifs/tjh_ordered.cif,Li3 Al1 Ge3 P6 O24,37,1,0.0,0,0,1.35926357,O-P,0.78570149,O-P,2.62841760,,0,,成功有序化（5/5 个候选通过几何检查）
tka.cif,tka,Li4 Si8 N12,True,24,24,12,12,ok,,6.17e-08,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/tka_ordered.cif,Li2 Si4 N6,12,,0.0,0,0,1.52208799,N-Si,0.83631208,N-Si,3.02353534,,0,,原始 CIF 已完全有序，并通过几何检查
tvf.cif,tvf,Li12 H16.002 I4 N8,False,42,40.002,42,40.002,ok,,1e-05,True,1,1,6,1,H,0,1,0,H@0.667[m=6],geometry_ok,3,3,OBELIX/ordered_cifs/tvf_ordered.cif,Li12 H16 I4 N8,40,1,0.0,0,0,0.88521560,H-N,0.86785843,H-N,2.27836722,,0,,成功有序化（3/3 个候选通过几何检查）
tws.cif,tws,Li24 Zr8 O28,True,60,60,30,30,ok,,5.2e-10,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/tws_ordered.cif,Li12 Zr4 O14,30,,0.0,0,0,1.62716191,Li-O,0.77058786,O-Zr,2.18995431,,0,,原始 CIF 已完全有序，并通过几何检查
u0c.cif,u0c,Li9.6 Mg1.6 Ti12.8 O32,False,56,56,14,14,ok,,4.24e-09,True,5,2,24,3,Li;Mg;Ti,2,0,0,Li@0.826+Mg@0.174[m=8];Li@0.187+Mg@0.013+Ti@0.8[m=16],geometry_ok,5,5,OBELIX/ordered_cifs/u0c_ordered.cif,Li7 Mg1 Ti10 O24,42,3,0.00952380952380949,0,0,1.95358529,Mg-O,0.89067321,O-Ti,3.46860908,,0,,成功有序化（5/5 个候选通过几何检查）
u2y.cif,u2y,La1.19 Ti2 O6,False,10,9.19,10,9.19,ok,,0.000853,True,2,2,2,1,La,0,2,0,La@0.9[m=1];La@0.29[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/u2y_ordered.cif,La8 Ti14 O42,64,7,0.0033664309031555817,0,0,1.93773165,O-Ti,0.85740338,O-Ti,,,0,,成功有序化（5/5 个候选通过几何检查）
u8r.cif,u8r,Ba3 Zr1.0002 Ta4.9998 Si4 O26,False,39,39,39,39,ok,,<1E-10,True,2,1,6,2,Ta;Zr,1,0,0,Ta@0.8333+Zr@0.1667[m=6],geometry_ok,1,1,OBELIX/ordered_cifs/u8r_ordered.cif,Ba3 Zr1 Ta5 Si4 O26,39,1,5.128205128185348e-06,0,0,1.51841207,O-Si,0.80181260,O-Zr,,,0,,成功有序化（1/1 个候选通过几何检查）
uaz.cif,uaz,Li48 Ca7.9992 La16.0008 Nb16 O96,False,256,184,128,92,ok,,1.6e-06,True,4,3,144,3,Ca;La;Li,1,2,0,Li@0.66[m=24];Li@0.335[m=96];Ca@0.3333+La@0.6667[m=24],manual_review,5,0,,Li24 Ca4 La8 Nb8 O48,92,1,0.0,0,0,0.73919380,Li-Li,0.28874758,Li-Li,0.73919380,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/uaz_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
ueu.cif,ueu,Li45.888 La24 Zr11.808 Ta3.952 O96,False,256,181.648,128,90.824,ok,,0.000903,True,4,3,136,3,Li;Ta;Zr,0,3,0,Li@0.375[m=96];Li@0.412[m=24];Ta@0.247+Zr@0.738[m=16],manual_review,5,0,,Li23 La12 Zr6 Ta2 O48,91,1,0.0001268000034846395,0,0,1.05369094,Li-Li,0.41159802,Li-Li,1.05369094,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/ueu_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
uex.cif,uex,K2 Na4 Li6 Fe4 Si24 O60,False,104,100,104,100,ok,,<1E-10,True,1,1,8,1,Na,0,1,0,Na@0.5[m=8],geometry_ok,1,1,OBELIX/ordered_cifs/uex_ordered.cif,K2 Na4 Li6 Fe4 Si24 O60,100,1,0.0,4,0,1.49452873,O-Si,0.84436651,O-Si,5.03085000,,0,,成功有序化（1/1 个候选通过几何检查）
ui6.cif,ui6,Li20.648 Si2.16 Sn0.54 P3.3 S24,False,62,50.648,62,50.648,ok,,0.011,True,6,4,32,4,Li;P;Si;Sn,1,3,0,Li@0.473[m=16];Li@0.75[m=8];Li@0.77[m=4];P@0.325+Si@0.54+Sn@0.135[m=4],manual_review,5,0,,Li41 Si4 Sn1 P7 S48,101,2,0.0041513470569928684,0,0,1.70796895,Li-Li,0.66717537,Li-Li,1.70796895,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/ui6_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
um1.cif,um1,Li18 Ga18 Ge18 O72,False,126,126,42,42,ok,,<1E-10,True,4,2,36,2,Ga;Ge,2,0,0,Ga@0.5+Ge@0.5[m=18];Ga@0.5+Ge@0.5[m=18],geometry_ok,5,5,OBELIX/ordered_cifs/um1_ordered.cif,Li6 Ga6 Ge6 O24,42,1,0.0,0,0,1.48603417,Ge-O,0.79044371,Ga-O,4.15999733,,0,,成功有序化（5/5 个候选通过几何检查）
uox.cif,uox,Li7.4 Zn1.4 Ga0.6 P4 O16,False,32,29.4,32,29.4,ok,,5.65e-12,True,5,3,12,3,Ga;Li;Zn,2,1,0,Li@0.35[m=4];Ga@0.15+Li@0.85[m=4];Li@0.65+Zn@0.35[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/uox_ordered.cif,Li15 Zn3 Ga1 P8 O32,59,2,0.0034590107229332395,0,0,1.50606369,O-P,0.87055705,O-P,2.62829161,,0,,成功有序化（5/5 个候选通过几何检查）
ur9.cif,ur9,Li6 Zr12 P18 O72,True,108,108,36,36,ok,,1e-09,False,0,0,0,0,,0,0,0,,manual_review,1,0,,Li2 Zr4 P6 O24,36,,0.0,0,0,1.62739486,O-P,0.73732533,O-Zr,6.31103643,radius_ratio<0.75,1,OBELIX/ordered_cifs/erro/ur9_ordered.cif,原始 CIF 已有序，但未通过几何检查（0/1 个候选通过；原因：radius_ratio<0.75）
usu.cif,usu,Li8.8266 Al0.8 Sn1.2 S8,False,28,18.8266,28,18.8266,ok,,4.3e-06,True,5,4,20,3,Al;Li;Sn,1,3,0,Li@0.46[m=6];Li@0.584[m=6];Li@0.4271[m=6];Al@0.4+Sn@0.6[m=2],geometry_ok,5,5,OBELIX/ordered_cifs/usu_ordered.cif,Li36 Al3 Sn5 S32,76,4,0.004847564504198265,9,0,2.31803146,Al-S,0.95001291,S-Sn,2.45105491,,0,,成功有序化（5/5 个候选通过几何检查）
uu4.cif,uu4,Li8 V8 O24,True,40,40,20,20,ok,,2.05e-09,False,0,0,0,0,,0,0,0,,manual_review,1,0,,Li4 V4 O12,20,,0.0,0,0,1.49893070,O-V,0.68444324,O-V,3.22480226,radius_ratio<0.75,1,OBELIX/ordered_cifs/erro/uu4_ordered.cif,原始 CIF 已有序，但未通过几何检查（0/1 个候选通过；原因：radius_ratio<0.75）
uut.cif,uut,Li24.024 P4 Se1.2 S18.8 Br4,False,100,52.024,25,13.006,ok,,0.00362,True,6,4,92,3,Li;S;Se,2,2,0,Li@0.441[m=48];Li@0.119[m=24];S@0.82588+Se@0.17412[m=4];S@0.96853+Se@0.03147[m=16],geometry_ok,5,5,OBELIX/ordered_cifs/uut_ordered.cif,Li30 P5 Se2 S23 Br5,65,5,0.0076816617182602145,0,6,1.94505132,P-S,0.85685088,P-Se,2.44019317,,0,,成功有序化（5/5 个候选通过几何检查）
uw9.cif,uw9,Sr7.992 Li47.9568 La16.008 Bi16 O96,False,256,183.9568,128,91.9784,ok,,2e-05,True,4,3,144,3,La;Li;Sr,1,2,0,Li@0.3013[m=96];Li@0.793[m=24];La@0.667+Sr@0.333[m=24],manual_review,5,0,,Sr4 Li24 La8 Bi8 O48,92,1,0.0,0,0,0.98221424,Li-Li,0.38367744,Li-Li,0.98221424,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/uw9_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
